name,job,phone,email,country, salary 
ÇáÏßÊæÑ ÚÈÏÇáÑøÍãä ßÇäæ,"Therapist, sports",(275)919-3294x30735,tj51@gmail.com,Guernsey," 7,792,629.00 Ï.Ú.ş "
ÇáÂäÓÉ äÔæÉ Âá ÚæÇÖ,Charity fundraiser,+1-206-685-7534x215,sjyfsyl@hotmail.com,Vietnam," 9,673,857.00 Ï.Ú.ş "
ÇÕíá Âá ãÍãÏ Èä Úáí Èä ÌãÇÒ,"Engineer, electrical",001-765-947-4507x88708,qlshy@hotmail.com,Bulgaria," 13,057,875.00 Ï.Ú.ş "
íÇÑÇ Âá ÚæÇÖ,Bonds trader,001-612-810-2752,lbqshn@gmail.com,Vanuatu," 3,800,406.00 Ï.Ú.ş "
ßæËÑ Âá ÕİæÇä,"Development worker, international aid",685-801-3710x7941,shkrylhjr@gmail.com,Dominican Republic," 12,874,872.00 Ï.Ú.ş "
ÌæÇä Âá ÎÖíÑ,"Psychotherapist, child",458.791.4495,dmhn@hotmail.com,Portugal," 3,732,969.00 Ï.Ú.ş "
ÈáãÇÁ ÇáÑÇÔÏ,"Doctor, hospital",(335)204-7678,al-khdyrsdwh@gmail.com,Thailand," 7,909,829.00 Ï.Ú.ş "
ÚÈÏ ÇáÑøÍíã Âá Èä áÇİí,"Conservation officer, historic buildings",984.795.0532x57107,kfwral-yd@yahoo.com,Kyrgyz Republic," 773,720.00 Ï.Ú.ş "
ÑÈÇÍ Âá ŞÕíÑ,Furniture designer,(474)479-8955,rymlmhydb@gmail.com,Romania," 4,804,532.00 Ï.Ú.ş "
ÇáÏßÊæÑÉ áæáíÇ Âá ÌÚİÑ,Toxicologist,+1-869-556-9453x9308,bn-ldnltwf@gmail.com,Congo," 13,697,844.00 Ï.Ú.ş "
åíÇ Âá ÕİæÇä,Public affairs consultant,+1-494-479-1147x050,mal-sfwn@yahoo.com,Palestinian Territory," 3,116,821.00 Ï.Ú.ş "
ÌæÑíøÉ Âá ãŞØÉ,Social researcher,341-549-7954x89526,al-hsynnrdyn@yahoo.com,Guyana," 11,417,819.00 Ï.Ú.ş "
ÇáÏßÊæÑ åíãÇä ßÇäæ,Cytogeneticist,+1-487-564-8047x80403,gfsyl@yahoo.com,Paraguay," 6,965,647.00 Ï.Ú.ş "
ÇáÏßÊæÑÉ ÚÊÇÈ Âá ÎÖíÑ,Fisheries officer,6753501511,klmshwl@hotmail.com,Tajikistan," 14,857,082.00 Ï.Ú.ş "
ÇáÃÓÊÇĞ ÛÒíÑ ÃÈæ ÏÇææÏ,Counselling psychologist,001-942-805-1505,lmshwlmyr@yahoo.com,Northern Mariana Islands," 9,141,974.00 Ï.Ú.ş "
ÕáÇÍ ÇáÏÈÇÛ,Special effects artist,(608)803-4515x21696,mshfqmhn@gmail.com,Antigua and Barbuda," 1,009,622.00 Ï.Ú.ş "
ÇáãåäÏÓÉ ÅÈÇÁ Âá ÕİæÇä,Video editor,5679639693,lnal-bn-zfr@gmail.com,Denmark," 5,476,611.00 Ï.Ú.ş "
ÔåÇÈ ÇáÏÈÇÛ,Primary school teacher,798.885.6886,wdwh42@gmail.com,Bosnia and Herzegovina," 12,255,108.00 Ï.Ú.ş "
ÇáãåäÏÓÉ ÇİÊßÇÑ İÕíá,"Physicist, medical",+1-766-923-3439x335,al-tftlt@hotmail.com,Bouvet Island (Bouvetoya)," 6,373,362.00 Ï.Ú.ş "
ÇáÓíÏ ÕÏøÇÍ ÇáÚÌáÇä,Legal executive,547.225.3587x5628,gal-swd@hotmail.com,Barbados," 515,259.00 Ï.Ú.ş "
ÇáÏßÊæÑÉ áíäÇ ÇáãåíÏÈ,Newspaper journalist,(811)781-0692,nwhb-lkhyl@yahoo.com,Algeria," 8,301,061.00 Ï.Ú.ş "
ÇáÏßÊæÑÉ äÇÏíå ÔÑÈÊáí,Child psychotherapist,(742)298-2742x5026,lqylfkhr-ldwyn@gmail.com,Canada," 3,307,492.00 Ï.Ú.ş "
ÌåÑÇÁ ÇáÚŞíá,Quality manager,(821)706-6001x85069,blm82@gmail.com,Jersey," 3,507,698.00 Ï.Ú.ş "
ÇáÏßÊæÑÉ ÊÇáíÇ Âá ÚæÇÖ,"Physicist, medical",908.745.8499,rytlal-wd@yahoo.com,Yemen," 557,296.00 Ï.Ú.ş "
ÇáÏßÊæÑÉ ÃÍáÇã Âá ÚæÇÖ,Media planner,(600)300-5161x42197,cal-lskry@yahoo.com,Sierra Leone," 7,758,006.00 Ï.Ú.ş "
ÊãÇã ßÇäæ,Tree surgeon,(385)537-3100,val-lshykh@hotmail.com,United Arab Emirates," 9,918,204.00 Ï.Ú.ş "
ÚãÇÏ Âá Èä ÙÇİÑ,Financial trader,404-544-3470,al-tfnjm-ldwyn@hotmail.com,Algeria," 3,389,709.00 Ï.Ú.ş "
ÏÚÇÁ ÇáÍßíÑ,Investment analyst,+1-325-545-3155x83530,al-jfrysmyn@yahoo.com,Costa Rica," 8,271,875.00 Ï.Ú.ş "
ÇáÓíÏ ÍÇİÙ Âá ãÍãÏ Èä Úáí Èä ÌãÇÒ,Secondary school teacher,(424)537-7505,xllyn@yahoo.com,Norfolk Island," 9,204,683.00 Ï.Ú.ş "
ÇáÓíÏ ÍäÈá Èä áÇÏä,Lawyer,+1-561-309-1042x20366,mshrbtly@yahoo.com,Costa Rica," 14,709,404.00 Ï.Ú.ş "
áØæİ ÇáãåäÇ,Cabin crew,841.214.5551,ylrshd@gmail.com,Mexico," 11,080,507.00 Ï.Ú.ş "
äÇÌÍ ÇáÍÌÇÑ,Tourism officer,9202520425,shhb21@gmail.com,Saint Helena," 8,016,025.00 Ï.Ú.ş "
ÇáÓíÏÉ ãÇíÇ ÍäÈæáí,Public relations account executive,414.843.4063,al-hsynqnt@gmail.com,Norway," 9,891,939.00 Ï.Ú.ş "
ÇáãåäÏÓ ãÚíä ÔÑÈÊáí,Television production assistant,274-590-9523x560,mhnhzr@gmail.com,Haiti," 11,165,856.00 Ï.Ú.ş "
ÇáÓíÏÉ Ìæíä ÇáÌİÇáí,Health and safety adviser,001-997-754-2455x096,shrbtlyqsy@yahoo.com,Burkina Faso," 1,445,127.00 Ï.Ú.ş "
ãÇĞì ÇáãåäÇ,Insurance risk surveyor,001-621-503-3197x533,pal-sfwn@gmail.com,Philippines," 11,629,596.00 Ï.Ú.ş "
ÇáÃÓÊÇĞÉ ãíÓæä Âá ÍÓíä,Nutritional therapist,621.596.1867,drgmlhjr@hotmail.com,Lao People's Democratic Republic," 2,840,008.00 Ï.Ú.ş "
äæÇá ÃÈÇ ÇáÎíá,Risk manager,(667)708-8838x59490,khtr73@hotmail.com,Syrian Arab Republic," 7,601,555.00 Ï.Ú.ş "
ØáÚÊ Âá Èä ÙÇİÑ,"Psychologist, educational",(419)994-4657x8729,fsylgzwn@hotmail.com,Saint Vincent and the Grenadines," 4,851,095.00 Ï.Ú.ş "
ÒåÑÉ ßÇäæ,Corporate investment banker,206-728-9186x198,nm20@gmail.com,United States Virgin Islands," 13,342,155.00 Ï.Ú.ş "
ÌãÇä ÍÌÇÑ,Oncologist,350-316-9062,ywsfal-lskry@hotmail.com,Central African Republic," 12,605,951.00 Ï.Ú.ş "
áåİÇä Âá ÑİíÚ,Commercial art gallery manager,001-419-776-6511x74402,trqal-bn-zfr@gmail.com,Botswana," 10,756,499.00 Ï.Ú.ş "
ÇÚÊßÇİ Âá ÑİíÚ,Sports administrator,297.948.1680x0504,ylmhydb@hotmail.com,British Indian Ocean Territory (Chagos Archipelago)," 11,779,589.00 Ï.Ú.ş "
ÇáÂäÓÉ ãÇíÇ ÇáÌÇÈÑ,Architectural technologist,856.944.1194,frhal-ly@gmail.com,Malaysia," 14,783,810.00 Ï.Ú.ş "
ÇáÃÓÊÇĞ ßÈíÑ ÇáãÛÇæáÉ,Higher education careers adviser,001-345-698-4266x1484,b41@gmail.com,Azerbaijan," 5,996,158.00 Ï.Ú.ş "
ÇÚÊãÇÏ ãåäÇ,Tax inspector,837-996-3954x2498,rmbqshn@gmail.com,Georgia," 9,223,997.00 Ï.Ú.ş "
ÇáÂäÓÉ ÈÊæá Âá ÚØİÉ,"Engineer, production",214-941-9221x6643,cal-lskry@gmail.com,Guyana," 9,147,529.00 Ï.Ú.ş "
ÇÈÊÓÇã Âá ÚØİÉ,"Editor, film/video",203.645.6257,bdlrwhmnlrshd@hotmail.com,Czech Republic," 14,571,991.00 Ï.Ú.ş "
ÇáÂäÓÉ ÈåÇÁ ÈŞÔÇä,Research scientist (physical sciences),6107158620,wthq69@yahoo.com,Sweden," 10,683,783.00 Ï.Ú.ş "
ÇáÏßÊæÑ ÔåíÑ ÇáÏÈÇÛ,Stage manager,(332)217-1926x9232,wsyl14@gmail.com,Bahrain," 7,747,003.00 Ï.Ú.ş "
äÇÏíå ÇáÚÌáÇä,Chief Marketing Officer,551.758.2837,al-bn-zfrtwfyq@gmail.com,Suriname," 12,175,770.00 Ï.Ú.ş "
ÑÍíÈ ÇáÍßíÑ,Firefighter,(522)719-6158,sdwhhnbwly@yahoo.com,Swaziland," 3,649,056.00 Ï.Ú.ş "
İæÒí ÇáÚáíÇä,Intelligence analyst,780-814-7226x773,rjyy74@yahoo.com,Libyan Arab Jamahiriya," 14,602,671.00 Ï.Ú.ş "
ÇáÏßÊæÑÉ ÑæÇÁ Âá ÚØİÉ,"Designer, graphic",-2582,jal-wd@hotmail.com,Ireland," 8,715,308.00 Ï.Ú.ş "
ãõÊÚÈ ÃÈæ ÏÇææÏ,English as a second language teacher,4967645554,al-lybd-lhqw@hotmail.com,South Africa," 11,564,542.00 Ï.Ú.ş "
ÈíáÓÇä Âá Èä ÙÇİÑ,Media buyer,+1-234-781-5698x829,wal-yd@gmail.com,Kenya," 916,925.00 Ï.Ú.ş "
ÇáãåäÏÓÉ ãíáÇÁ Âá ÍÓíä,Agricultural engineer,+1-994-405-0614x109,jwdlmhydb@gmail.com,Niger," 9,350,484.00 Ï.Ú.ş "
ÃÛÇÑíÏ ÍÌÇÑ,"Scientist, product/process development",901-768-5964x91743,nym34@yahoo.com,Gibraltar," 8,845,523.00 Ï.Ú.ş "
ÇáãåäÏÓÉ ÔåÏ ÇáãåäÇ,"Surveyor, insurance",4795271761,al-hsynth@gmail.com,Zimbabwe," 5,750,897.00 Ï.Ú.ş "
ÇáÏßÊæÑÉ ÃÛÇÑíÏ ÇáãåíÏÈ,Scientific laboratory technician,9508427419,gmd96@gmail.com,Switzerland," 9,024,285.00 Ï.Ú.ş "
ÇáãåäÏÓ ÚÏáí ÔÑÈÊáí,Hotel manager,(763)687-7556,al-sfwnshfy@gmail.com,French Polynesia," 12,117,665.00 Ï.Ú.ş "
ÂíÇÊ Âá ÍÓíä,Recycling officer,301-877-8419x97688,wylal-sfwn@gmail.com,Belarus," 9,342,117.00 Ï.Ú.ş "
ÇáÏßÊæÑ İæÒí Âá ÇáÚÓßÑí,Forensic psychologist,001-771-720-5230x5147,khfqal-lshykh@hotmail.com,Brazil," 12,117,953.00 Ï.Ú.ş "
ÇáãåäÏÓ íÚŞæÈ ÇáÍßíÑ,"Conservation officer, nature",+1-993-805-6653x9015,zlkhrfy@yahoo.com,Gambia," 8,089,914.00 Ï.Ú.ş "
ÌáäÇÑ ÍäÈæáí,Print production planner,+1-561-929-9406x72959,bal-hsyn@gmail.com,Barbados," 14,063,940.00 Ï.Ú.ş "
ÇáÓíÏÉ ÌæÏí Âá Èä áÇİí,Architectural technologist,-3243,sbyh96@gmail.com,Palau," 4,161,927.00 Ï.Ú.ş "
ÇáÓíÏÉ ßæËÑ Âá ÓÚæÏ,"Designer, interior/spatial",(286)560-4875,lmhydbsyd@yahoo.com,Martinique," 8,080,227.00 Ï.Ú.ş "
ÇáÃÓÊÇĞ ãÚÒø ÇáãåíÏÈ,Glass blower/designer,-3194,yal-tf@hotmail.com,Comoros," 1,025,302.00 Ï.Ú.ş "
äÌÏÊ ÇáÌİÇáí,"Engineer, civil (contracting)",862.567.9411x178,tyf92@hotmail.com,French Guiana," 10,867,738.00 Ï.Ú.ş "
ÇáÓíÏ äÒíå Âá ÓÚæÏ,"Therapist, nutritional",+1-829-435-8266x0264,al-lskrysd@hotmail.com,American Samoa," 11,142,053.00 Ï.Ú.ş "
ÅÈÇÁ Âá ÓÚæÏ,Fish farm manager,-3774,mn38@yahoo.com,Solomon Islands," 8,690,890.00 Ï.Ú.ş "
áíäÇ ãåäÇ,Chief Operating Officer,(754)947-4167,nbw-dwwd@hotmail.com,Ireland," 3,848,265.00 Ï.Ú.ş "
ÇáÓíÏÉ áæÌíä ÇáãåíÏÈ,"Producer, radio",833.947.9126,mnyf01@yahoo.com,Niger," 2,001,747.00 Ï.Ú.ş "
ÇáÃÓÊÇĞÉ ÑæİíÏÇ Âá ÚÇíÖ,Hydrologist,471-392-7199x10711,nm30@yahoo.com,Saudi Arabia," 13,668,182.00 Ï.Ú.ş "
ÚÈÏ ÇáÛİæÑ ÇáÑÇÔÏ,Hospital pharmacist,210-866-2752x364,ial-sfwn@gmail.com,Norway," 4,371,986.00 Ï.Ú.ş "
ÊÇáíÇ ßÇäæ,Geographical information systems officer,(770)891-0477x44475,lmhnshhb@yahoo.com,Syrian Arab Republic," 7,790,728.00 Ï.Ú.ş "
ÚÑİÇÊ ÍäÈæáí,Print production planner,293.988.1952,bd-lshwkwrlshy@hotmail.com,Ecuador," 11,795,195.00 Ï.Ú.ş "
ãÑíã Âá ÚæÇÖ,Veterinary surgeon,+1-970-686-9765x1946,b-lkhyltmd@gmail.com,Lithuania," 10,953,190.00 Ï.Ú.ş "
ÚÇÆÏ ÇáÑÇÔÏ,Arboriculturist,001-532-319-4192x0979,al-mqtsnn@gmail.com,Greenland," 8,329,119.00 Ï.Ú.ş "
ÌåÑÇÁ ÇáãÔÇæáÉ,Equality and diversity officer,635-256-6268,mkhtral-myd@yahoo.com,Iceland," 4,706,072.00 Ï.Ú.ş "
ßÈíÑ ÇáãÛÇæáÉ,Chartered loss adjuster,(986)467-7535x644,nsral-lskry@gmail.com,Gabon," 1,886,671.00 Ï.Ú.ş "
ÇáÂäÓÉ ÑíÊÇÌ ÇáãÛÇæáÉ,Investment analyst,+1-311-995-2350x184,rsm58@gmail.com,Denmark," 9,477,753.00 Ï.Ú.ş "
ÇáÓíÏÉ ÈåÌÉ ÇáÌİÇáí,"Administrator, education",+1-689-285-7553x33794,pbn-ldn@hotmail.com,Zambia," 8,055,486.00 Ï.Ú.ş "
ÑíÊÇÌ Âá Èä áÇİí,Public relations officer,(418)938-4265x593,nymlqyl@gmail.com,Montenegro," 12,667,023.00 Ï.Ú.ş "
ãíøÇÏ ÍÌÇÑ,"Editor, magazine features",(374)828-2266x37473,bd-lmlk38@yahoo.com,Aruba," 985,088.00 Ï.Ú.ş "
İÑÍÇä ÃÈÇ ÇáÎíá,"Horticulturist, amenity",(957)294-5486x4173,al-hsynsmt@yahoo.com,Cocos (Keeling) Islands," 5,291,457.00 Ï.Ú.ş "
ÑæÇÁ Âá Èä áÇİí,"Engineer, energy",(677)895-2155,sbr10@hotmail.com,Kazakhstan," 10,218,761.00 Ï.Ú.ş "
ÇáÃÓÊÇĞÉ Ñíİ ßÇäæ,Tax inspector,561.614.8216,bljbr@gmail.com,Djibouti," 11,653,525.00 Ï.Ú.ş "
ÔÇØÑ Âá ŞÕíÑ,Hospital doctor,+1-346-247-3398x390,al-wdndr@yahoo.com,Aruba," 2,064,880.00 Ï.Ú.ş "
ÏÚÇÁ Âá Úáí,"Psychologist, counselling",001-795-836-2597,ulmhydb@hotmail.com,Guinea," 1,515,833.00 Ï.Ú.ş "
ÇáÓíÏ ÚãÑæ Âá ãŞØÉ,Field trials officer,8973688954,sqrlqyl@hotmail.com,Bhutan," 9,797,097.00 Ï.Ú.ş "
ããÏæÍ ÇáÌÇÈÑ,Sports therapist,394.370.0980x70087,al-bn-lfyshkyb@hotmail.com,Ireland," 9,771,786.00 Ï.Ú.ş "
Ãáíä ÍÌÇÑ,Further education lecturer,807-830-4607,dhy96@hotmail.com,Solomon Islands," 6,264,611.00 Ï.Ú.ş "
ÌåÑÇÁ Âá ÎÖíÑ,"Scientist, forensic",001-347-452-5476x858,jdal-jfr@hotmail.com,Belize," 2,279,729.00 Ï.Ú.ş "
ÇáÃÓÊÇĞÉ ãÇÏáíä Âá ãÍãÏ Èä Úáí Èä ÌãÇÒ,Field seismologist,(457)965-8019,qb-lkhyl@yahoo.com,Denmark," 13,453,783.00 Ï.Ú.ş "
áíã Âá ÍÓíä,"Scientist, research (physical sciences)",+1-716-761-2252x3844,al-lykml@hotmail.com,Faroe Islands," 5,130,859.00 Ï.Ú.ş "
ÑÇãÇ Âá ÑİíÚ,"Programme researcher, broadcasting/film/video",+1-618-597-4417x50438,jmyl89@gmail.com,Ireland," 12,326,368.00 Ï.Ú.ş "
ÇáÃÓÊÇĞ ßÇíÏ Âá Úáí,Merchant navy officer,001-248-994-3252,mlhmljfly@gmail.com,Guyana," 8,538,734.00 Ï.Ú.ş "
ÇáÏßÊæÑ ÍãíÏ Âá ÎÖíÑ,Fisheries officer,488.522.7779x60084,al-bn-zfrhfz@yahoo.com,Timor-Leste," 5,073,004.00 Ï.Ú.ş "
ÇáÃÓÊÇĞ ãßøí ÈŞÔÇä,"Psychologist, prison and probation services",(633)453-8506,olrshd@yahoo.com,Wallis and Futuna," 3,823,742.00 Ï.Ú.ş "
ÓáÓÈíá ÇáÎÑÇİí,"Designer, fashion/clothing",608-404-3367x88296,iljln@gmail.com,Cayman Islands," 13,097,732.00 Ï.Ú.ş "
ÇáÃÓÊÇĞÉ ÑÇãÇ ÃÈÇ ÇáÎíá,Biomedical engineer,001-382-550-4136,jal-jfr@yahoo.com,Saint Helena," 13,551,416.00 Ï.Ú.ş "
æáíİ ÇáÍßíÑ,"Scientist, audiological",951-805-0524x32689,sbwral-rfy@gmail.com,Micronesia," 11,500,386.00 Ï.Ú.ş "
ÍÓäí Âá ÓÚæÏ,"Geologist, engineering",4702691151,vbw-dwwd@hotmail.com,Poland," 14,876,522.00 Ï.Ú.ş "
ÔÇØÑ Âá ÇáÔíÎ,Building surveyor,707.578.4112x2354,mjdal-hsyn@yahoo.com,Paraguay," 4,625,202.00 Ï.Ú.ş "
ÇáÏßÊæÑÉ ãíÑÇá Âá ãÍãÏ Èä Úáí Èä ÌãÇÒ,Pharmacologist,(693)779-7704x19732,sbwral-myd@gmail.com,Sudan," 14,769,038.00 Ï.Ú.ş "
ÇáÃÓÊÇĞÉ ãÇíÇ ÇáÚŞíá,Banker,(628)767-9748,sltn58@yahoo.com,Niger," 1,009,549.00 Ï.Ú.ş "
ÊÑÇäíã ÇáÌÇÈÑ,Primary school teacher,571-904-3349x965,hal-hsyn@yahoo.com,Suriname," 9,761,694.00 Ï.Ú.ş "
ÇáÏßÊæÑ ãÄíøÏ ÇáÚÌáÇä,Chief Executive Officer,+1-882-434-8200x1587,al-swdkrym@gmail.com,Czech Republic," 2,574,545.00 Ï.Ú.ş "
ÇáÂäÓÉ ÓÈÃ Âá ÍÓíä,Print production planner,445-479-0875,bal-bn-lfy@hotmail.com,Latvia," 3,131,442.00 Ï.Ú.ş "
áãøÇÍ ÇáÏÈÇÛ,Brewing technologist,+1-794-996-4745x720,ryf12@yahoo.com,Nicaragua," 1,797,065.00 Ï.Ú.ş "
ÇáÃÓÊÇĞ ÚÈÏ ÇáÓøãíÚ Âá ãÍãÏ Èä Úáí Èä ÌãÇÒ,Metallurgist,657.535.8099x282,vlkhrfy@yahoo.com,Norway," 6,113,224.00 Ï.Ú.ş "
ÇáÓíÏÉ Ãáíä ÇáÍßíÑ,Occupational hygienist,001-991-647-3281x7864,hljbr@gmail.com,Moldova," 451,959.00 Ï.Ú.ş "
Ñíã Âá ÚØİÉ,Clinical biochemist,(736)474-9259,slm63@yahoo.com,Netherlands," 7,110,793.00 Ï.Ú.ş "
ÑíãÇä Âá ãŞØÉ,Retail banker,426.969.9398,zal-lskry@hotmail.com,Vanuatu," 2,109,473.00 Ï.Ú.ş "
ŞÕí ÍäÈæáí,"Runner, broadcasting/film/video",549-984-6178,lqylhydy@hotmail.com,Guyana," 11,916,058.00 Ï.Ú.ş "
ÔÚíÈ ÇáÚÌáÇä,Illustrator,001-206-268-1473x547,rbh35@gmail.com,China," 11,178,442.00 Ï.Ú.ş "
ÇáÓíÏÉ ÃÑæì Âá ÓÚæÏ,"Production assistant, television",(534)966-0591,dshrbtly@yahoo.com,Kuwait," 9,479,515.00 Ï.Ú.ş "
ãßÑøã Âá ÓÚæÏ,"Radiographer, therapeutic",+1-690-716-6023x17149,shwqy55@gmail.com,Egypt," 14,940,117.00 Ï.Ú.ş "
ÇáÓíÏÉ ÌãÇä ÇáÍÌÇÑ,Learning disability nurse,-10116,gw81@yahoo.com,Slovakia (Slovak Republic)," 5,543,166.00 Ï.Ú.ş "
ÚáÇÁ Âá ÌÚİÑ,Chartered loss adjuster,2145465119,ljflyslm@yahoo.com,Ireland," 14,814,846.00 Ï.Ú.ş "
ÇáÏßÊæÑ ãåÏí Èä áÇÏä,Consulting civil engineer,372-623-5056x04714,nwhlmhn@yahoo.com,Jordan," 13,176,589.00 Ï.Ú.ş "
ÇáÏßÊæÑÉ ÈÇÑÚÉ Âá ÓáØÇä,Futures trader,+1-229-867-6288x34328,fdl81@gmail.com,South Georgia and the South Sandwich Islands," 9,333,033.00 Ï.Ú.ş "
ÓäÇã Âá Èä áÇİí,Dance movement psychotherapist,(389)943-7203x566,kbn-ldn@gmail.com,Taiwan," 12,451,257.00 Ï.Ú.ş "
ÇáãåäÏÓÉ ÛíÏÇÁ ÇáÌÇÈÑ,Commercial horticulturist,637.400.9294,al-qsyrl-ldwyn@hotmail.com,Montserrat," 14,931,745.00 Ï.Ú.ş "
ÇáÓíÏÉ ÈáÓã Âá ÓáØÇä,Legal secretary,8324089634,eal-mqt@yahoo.com,Northern Mariana Islands," 13,685,738.00 Ï.Ú.ş "
ÌãíáÉ ãåäÇ,Comptroller,496.567.6051,thqb18@yahoo.com,Kyrgyz Republic," 7,766,072.00 Ï.Ú.ş "
ÇáÓíÏÉ åÇíÏí ÇáÌÇÈÑ,Production engineer,896.947.3250,ljbrbd-lrwhmn@gmail.com,Congo," 9,426,211.00 Ï.Ú.ş "
ßäÚÇä Âá Èä ÙÇİÑ,"Lecturer, higher education",001-561-258-1659x45151,jal-wd@gmail.com,Malawi," 13,921,731.00 Ï.Ú.ş "
İÎÑ Âá ãŞØÉ,Graphic designer,(404)973-3073x876,al-jfrkhlwsy@gmail.com,Burkina Faso," 6,562,246.00 Ï.Ú.ş "
ÇáÓíÏÉ ÑæÈíä ÇáãåíÏÈ,Games developer,506-706-2189x301,bd-lqdr88@hotmail.com,Costa Rica," 8,119,891.00 Ï.Ú.ş "
ÚÈÏ ÇáÑøÄæİ ÇáÌÇÈÑ,Wellsite geologist,-4811,hmydldbg@yahoo.com,New Caledonia," 14,862,571.00 Ï.Ú.ş "
ÇáÂäÓÉ ÑæÇÁ Âá ÕİæÇä,"Surveyor, mining",+1-573-484-6977x1879,xal-hsyn@yahoo.com,Mayotte," 7,845,708.00 Ï.Ú.ş "
æÖøÇÍ Âá ÚØİÉ,"Conservation officer, historic buildings",+1-314-729-7497x3818,dlylal-sltn@gmail.com,Western Sahara," 6,813,402.00 Ï.Ú.ş "
ÇáÓíÏ ÓÚÏæä Âá ÚæÇÖ,Radiation protection practitioner,(675)685-9629x65562,slmhn@yahoo.com,Iceland," 6,220,133.00 Ï.Ú.ş "
ÇáÓíÏ ãåÑÇä ÇáÍßíÑ,Building surveyor,001-370-678-4645,lmgwlsyd@gmail.com,Isle of Man," 997,005.00 Ï.Ú.ş "
ÌæÇäÇ ÇáÌİÇáí,Historic buildings inspector/conservation officer,793.698.5522,myrlal-sfwn@hotmail.com,Saudi Arabia," 6,835,988.00 Ï.Ú.ş "
ÈáäÏ ÔÑÈÊáí,Chartered management accountant,(270)924-0857,wal-bn-zfr@gmail.com,Greece," 9,637,537.00 Ï.Ú.ş "
ÃÌæÇä ÔÑÈÊáí,Building surveyor,9687112810,kfwr03@hotmail.com,Libyan Arab Jamahiriya," 8,452,103.00 Ï.Ú.ş "
Ãáíä Âá ÎÖíÑ,Barrister,423-504-0297x03793,lkhrfyhy@yahoo.com,South Georgia and the South Sandwich Islands," 9,738,615.00 Ï.Ú.ş "
ÌæÏí ÇáÚáíÇä,"Journalist, broadcasting",(363)202-1789x283,uknw@yahoo.com,Saint Vincent and the Grenadines," 5,117,817.00 Ï.Ú.ş "
ÌÇáÇ ÇáÌİÇáí,Data processing manager,+1-568-791-6145x5032,al-lyfrdws@hotmail.com,Guam," 14,687,545.00 Ï.Ú.ş "
ÊÑİ ÇáãåíÏÈ,"Scientist, research (maths)",001-712-297-7950x326,b-lkhylnwf@yahoo.com,United Kingdom," 9,130,966.00 Ï.Ú.ş "
ãÇÏáíä ÇáãåäÇ,Dispensing optician,512.505.3683x6123,trflmhydb@hotmail.com,Indonesia," 1,690,258.00 Ï.Ú.ş "
ÇáÃÓÊÇĞ ÚÈÏ ÇáŞÇÏÑ ÍäÈæáí,"Psychotherapist, dance movement",942.205.0913x6928,gw40@gmail.com,Seychelles," 11,085,056.00 Ï.Ú.ş "
ÚÏáí ÍÌÇÑ,Medical laboratory scientific officer,917.221.6043,slmnal-jfr@yahoo.com,Bosnia and Herzegovina," 7,399,854.00 Ï.Ú.ş "
ÑæÚÉ Âá ÕİæÇä,Teaching laboratory technician,4303464375,qhtn71@hotmail.com,French Southern Territories," 14,902,978.00 Ï.Ú.ş "
ÇáÓíÏ äÇİÚ Âá ÇáÔíÎ,Visual merchandiser,754-435-7725,yrb09@gmail.com,Vanuatu," 6,125,796.00 Ï.Ú.ş "
ÚãøÇÑ ÇáÎÑÇİí,Forensic scientist,9893297247,hydrb-lkhyl@yahoo.com,Nepal," 12,350,450.00 Ï.Ú.ş "
ÇáÏßÊæÑ ãäíİ Âá ÚÇíÖ,Dealer,244-964-3140,sdqbqshn@gmail.com,Saint Vincent and the Grenadines," 14,557,445.00 Ï.Ú.ş "
äæİ ÍÌÇÑ,Web designer,(331)877-4477x37043,lmhnrshd@hotmail.com,Trinidad and Tobago," 2,130,657.00 Ï.Ú.ş "
ÇáÓíÏÉ ãÇÏáíä ÇáÌÇÈÑ,Paediatric nurse,001-369-338-0910,lwral-lshykh@hotmail.com,Panama," 6,897,695.00 Ï.Ú.ş "
ÍíÇÉ Âá ÚÇíÖ,Counselling psychologist,(220)879-9763,sdljfly@yahoo.com,Taiwan," 9,782,385.00 Ï.Ú.ş "
ãõÓÚİ Âá ÑİíÚ,Bookseller,001-254-383-6909,bd-lrwhymb-lkhyl@hotmail.com,Philippines," 6,759,546.00 Ï.Ú.ş "
ÇáÓíÏ ËÇÆÑ ãåäÇ,Geophysical data processor,976-665-6046x2187,yal-myd@gmail.com,Slovakia (Slovak Republic)," 14,669,758.00 Ï.Ú.ş "
ÇáÓíÏ ÚËãÇä İÕíá,Commercial/residential surveyor,(674)669-9673x342,ulmgwl@gmail.com,Malawi," 13,381,122.00 Ï.Ú.ş "
ÇáãåäÏÓ æÇÏÚ İÕíá,Physiological scientist,-1956,fthy11@yahoo.com,Moldova," 9,237,424.00 Ï.Ú.ş "
ÇáÏßÊæÑ ÙÈí Âá ÇáÔíÎ,Occupational psychologist,(822)531-0899x4607,bd-lzyzknw@gmail.com,Morocco," 13,653,097.00 Ï.Ú.ş "
ÇáÓíÏ Íßíã ÃÈÇ ÇáÎíá,"Education officer, community",640-636-9761,qhtn02@gmail.com,Chile," 4,891,269.00 Ï.Ú.ş "
